State,District,Soil_Type,Season,Temperature,Humidity,Rainfall,Previous_Crop,Recommended_Crop
Uttar Pradesh,Hapur,Red Soil,Rabi,35.3,58,326.7,Mothbeans,Millets
Uttar Pradesh,Hapur,Laterite Soil,Rabi,38.6,51,116.9,Watermelon,Cashew
Uttar Pradesh,Hapur,Laterite Soil,Zaid,18.5,45,64.4,Pomegranate,Coffee
Uttar Pradesh,Hapur,Black Soil,Whole Year,34.1,56,275.2,Chickpea,Soybean
Uttar Pradesh,Hapur,Red Soil,Whole Year,32.4,72,45.2,Kidneybeans,Pulses
Uttar Pradesh,Hapur,Loamy Soil,Whole Year,18.0,76,75.5,Blackgram,Sugarcane
Uttar Pradesh,Hapur,Loamy Soil,Rabi,36.1,69,232.3,Rice,Sugarcane
Uttar Pradesh,Hapur,Sandy Soil,Zaid,25.2,85,232.0,Blackgram,Groundnut
Uttar Pradesh,Hapur,Sandy Soil,Whole Year,26.1,68,203.8,Muskmelon,Muskmelon
Uttar Pradesh,Hapur,Laterite Soil,Rabi,20.0,41,228.0,Coffee,Cashew
Uttar Pradesh,Hapur,Sandy Soil,Zaid,24.6,92,342.5,Banana,Groundnut
Uttar Pradesh,Hapur,Red Soil,Whole Year,24.5,81,348.5,Orange,Pulses
Uttar Pradesh,Hapur,Red Soil,Whole Year,21.5,56,274.4,Papaya,Groundnut
Uttar Pradesh,Hardoi,Laterite Soil,Rabi,31.9,86,328.4,Rice,Tea
Uttar Pradesh,Hardoi,Alluvial Soil,Whole Year,34.8,67,31.8,Jute,Rice
Uttar Pradesh,Hardoi,Loamy Soil,Zaid,24.5,58,104.8,Chickpea,Wheat
Uttar Pradesh,Hardoi,Sandy Soil,Rabi,26.0,43,75.4,Pigeonpeas,Muskmelon
Uttar Pradesh,Hardoi,Sandy Soil,Kharif,18.4,44,199.6,Muskmelon,Muskmelon
Uttar Pradesh,Hardoi,Sandy Soil,Rabi,32.0,55,51.9,Apple,Groundnut
Uttar Pradesh,Hardoi,Sandy Soil,Kharif,34.1,41,266.9,Papaya,Groundnut
Uttar Pradesh,Hardoi,Red Soil,Whole Year,21.5,71,157.2,Papaya,Millets
Uttar Pradesh,Hardoi,Laterite Soil,Rabi,18.0,57,56.1,Chickpea,Tea
Uttar Pradesh,Hardoi,Laterite Soil,Zaid,28.4,50,154.9,Cotton,Tea
Uttar Pradesh,Hardoi,Alluvial Soil,Whole Year,30.2,75,143.0,Watermelon,Wheat
Uttar Pradesh,Hardoi,Black Soil,Rabi,34.0,92,274.9,Coffee,Jowar
Uttar Pradesh,Hardoi,Sandy Soil,Kharif,30.9,51,99.3,Papaya,Groundnut
Uttar Pradesh,Hardoi,Black Soil,Whole Year,36.2,93,92.3,Papaya,Jowar
Uttar Pradesh,Hardoi,Loamy Soil,Zaid,34.0,81,171.3,Apple,Maize
Uttar Pradesh,Hardoi,Alluvial Soil,Whole Year,30.3,66,176.9,Maize,Maize
Uttar Pradesh,Hardoi,Red Soil,Kharif,32.1,55,136.9,Coffee,Millets
Uttar Pradesh,Hardoi,Sandy Soil,Rabi,21.2,55,49.6,Pigeonpeas,Groundnut
Uttar Pradesh,Hardoi,Black Soil,Rabi,22.0,80,104.5,Maize,Soybean
Uttar Pradesh,Hardoi,Loamy Soil,Whole Year,27.2,77,97.4,Coffee,Sugarcane
Uttar Pradesh,Hathras,Sandy Soil,Rabi,32.9,82,122.7,Kidneybeans,Muskmelon
Uttar Pradesh,Hathras,Sandy Soil,Whole Year,23.3,69,79.1,Rice,Groundnut
Uttar Pradesh,Hathras,Sandy Soil,Zaid,35.8,75,109.3,Kidneybeans,Groundnut
Uttar Pradesh,Hathras,Alluvial Soil,Zaid,25.3,75,295.7,Jute,Sugarcane
Uttar Pradesh,Hathras,Laterite Soil,Whole Year,22.5,67,72.6,Cotton,Coffee
Uttar Pradesh,Hathras,Red Soil,Whole Year,18.1,63,110.3,Chickpea,Pulses
Uttar Pradesh,Hathras,Alluvial Soil,Whole Year,32.5,90,167.2,Mango,Rice
Uttar Pradesh,Hathras,Black Soil,Rabi,20.3,83,117.3,Rice,Cotton
Uttar Pradesh,Hathras,Loamy Soil,Whole Year,18.5,86,229.2,Muskmelon,Rice
Uttar Pradesh,Hathras,Alluvial Soil,Kharif,20.7,60,114.5,Orange,Rice
Uttar Pradesh,Hathras,Sandy Soil,Whole Year,24.0,64,165.7,Pomegranate,Watermelon
Uttar Pradesh,Hathras,Black Soil,Whole Year,28.1,76,35.1,Papaya,Cotton
Uttar Pradesh,Hathras,Sandy Soil,Zaid,26.8,44,66.8,Rice,Watermelon
Uttar Pradesh,Hathras,Laterite Soil,Whole Year,37.1,86,269.1,Pigeonpeas,Coffee
Uttar Pradesh,Hathras,Alluvial Soil,Whole Year,28.2,61,84.6,Rice,Sugarcane
Uttar Pradesh,Hathras,Sandy Soil,Kharif,31.4,75,217.6,Watermelon,Muskmelon
Uttar Pradesh,Hathras,Black Soil,Rabi,28.5,50,42.8,Grapes,Soybean
Uttar Pradesh,Hathras,Laterite Soil,Whole Year,21.4,76,177.5,Apple,Cashew
Uttar Pradesh,Hathras,Loamy Soil,Rabi,24.4,46,321.8,Watermelon,Wheat
Uttar Pradesh,Hathras,Loamy Soil,Kharif,35.1,73,162.0,Chickpea,Maize
Uttar Pradesh,Jalaun,Sandy Soil,Zaid,28.9,71,112.0,Chickpea,Watermelon
Uttar Pradesh,Jalaun,Loamy Soil,Kharif,21.3,92,92.3,Cotton,Sugarcane
Uttar Pradesh,Jalaun,Sandy Soil,Whole Year,21.5,53,50.2,Jute,Muskmelon
Uttar Pradesh,Jalaun,Laterite Soil,Whole Year,37.9,54,244.4,Rice,Cashew
Uttar Pradesh,Jalaun,Loamy Soil,Rabi,40.0,86,343.0,Cotton,Wheat
Uttar Pradesh,Jalaun,Laterite Soil,Whole Year,28.2,87,337.1,Pigeonpeas,Coffee
Uttar Pradesh,Jalaun,Black Soil,Whole Year,39.2,75,34.5,Papaya,Soybean
Uttar Pradesh,Jalaun,Loamy Soil,Whole Year,35.4,40,331.0,Cotton,Maize
Uttar Pradesh,Jalaun,Sandy Soil,Whole Year,28.3,45,47.7,Kidneybeans,Muskmelon
Uttar Pradesh,Jalaun,Laterite Soil,Rabi,22.1,51,219.5,Pomegranate,Tea
Uttar Pradesh,Jalaun,Alluvial Soil,Whole Year,39.7,45,259.0,Orange,Rice
Uttar Pradesh,Jalaun,Loamy Soil,Whole Year,19.0,65,28.1,Kidneybeans,Wheat
Uttar Pradesh,Jalaun,Loamy Soil,Rabi,20.6,65,164.3,Coconut,Rice
Uttar Pradesh,Jalaun,Sandy Soil,Rabi,29.5,88,178.3,Mothbeans,Watermelon
Uttar Pradesh,Jalaun,Laterite Soil,Zaid,39.5,42,26.7,Mungbean,Coffee
Uttar Pradesh,Jalaun,Alluvial Soil,Whole Year,37.1,73,328.8,Apple,Wheat
Uttar Pradesh,Jalaun,Alluvial Soil,Kharif,35.5,79,245.0,Watermelon,Sugarcane
Uttar Pradesh,Jalaun,Laterite Soil,Rabi,29.2,83,182.9,Muskmelon,Tea
Uttar Pradesh,Jalaun,Alluvial Soil,Whole Year,35.4,64,101.2,Rice,Maize
Uttar Pradesh,Jalaun,Loamy Soil,Zaid,30.2,51,176.1,Orange,Wheat
Uttar Pradesh,Jaunpur,Red Soil,Rabi,26.5,84,126.3,Mothbeans,Groundnut
Uttar Pradesh,Jaunpur,Laterite Soil,Zaid,38.6,72,118.0,Pigeonpeas,Cashew
Uttar Pradesh,Jaunpur,Loamy Soil,Whole Year,39.1,88,182.4,Coconut,Rice
Uttar Pradesh,Jaunpur,Alluvial Soil,Rabi,37.9,49,190.7,Orange,Wheat
Uttar Pradesh,Jaunpur,Sandy Soil,Zaid,30.7,93,323.7,Maize,Groundnut
Uttar Pradesh,Jaunpur,Alluvial Soil,Kharif,32.6,72,190.5,Pigeonpeas,Rice
Uttar Pradesh,Jaunpur,Black Soil,Whole Year,21.6,86,181.0,Banana,Cotton
Uttar Pradesh,Jaunpur,Loamy Soil,Kharif,26.1,72,300.2,Mothbeans,Rice
Uttar Pradesh,Jaunpur,Loamy Soil,Zaid,36.8,49,29.6,Lentil,Wheat
Uttar Pradesh,Jaunpur,Red Soil,Kharif,34.6,74,213.9,Blackgram,Pulses
Uttar Pradesh,Jaunpur,Sandy Soil,Zaid,37.1,71,97.0,Rice,Groundnut
Uttar Pradesh,Jaunpur,Alluvial Soil,Kharif,21.2,66,102.0,Pigeonpeas,Wheat
Uttar Pradesh,Jaunpur,Sandy Soil,Zaid,25.4,71,193.1,Watermelon,Watermelon
Uttar Pradesh,Jaunpur,Laterite Soil,Kharif,27.9,88,184.0,Maize,Tea
Uttar Pradesh,Jaunpur,Loamy Soil,Kharif,27.0,78,133.9,Apple,Wheat
Uttar Pradesh,Jaunpur,Sandy Soil,Zaid,36.7,69,24.3,Jute,Groundnut
Uttar Pradesh,Jaunpur,Red Soil,Rabi,18.8,47,109.6,Pigeonpeas,Pulses
Uttar Pradesh,Jaunpur,Sandy Soil,Rabi,27.5,74,90.1,Coconut,Watermelon
Uttar Pradesh,Jaunpur,Black Soil,Rabi,35.6,70,258.4,Muskmelon,Soybean
Uttar Pradesh,Jaunpur,Loamy Soil,Whole Year,22.4,51,259.6,Papaya,Sugarcane
Uttar Pradesh,Jhansi,Red Soil,Kharif,38.0,92,102.9,Coffee,Millets
Uttar Pradesh,Jhansi,Alluvial Soil,Kharif,28.3,76,115.4,Pomegranate,Maize
Uttar Pradesh,Jhansi,Black Soil,Zaid,32.0,74,207.9,Lentil,Soybean
Uttar Pradesh,Jhansi,Alluvial Soil,Rabi,24.4,68,82.7,Watermelon,Wheat
Uttar Pradesh,Jhansi,Sandy Soil,Kharif,28.4,42,60.1,Coffee,Watermelon
Uttar Pradesh,Jhansi,Loamy Soil,Rabi,33.4,68,284.4,Coconut,Maize
Uttar Pradesh,Jhansi,Laterite Soil,Zaid,30.2,53,267.3,Orange,Coffee
Uttar Pradesh,Jhansi,Loamy Soil,Whole Year,18.5,85,27.8,Coffee,Rice
Uttar Pradesh,Jhansi,Black Soil,Kharif,24.5,84,66.1,Cotton,Jowar
Uttar Pradesh,Jhansi,Loamy Soil,Kharif,38.1,54,138.6,Pomegranate,Rice
Uttar Pradesh,Jhansi,Red Soil,Whole Year,30.8,57,344.4,Mango,Pulses
Uttar Pradesh,Jhansi,Alluvial Soil,Zaid,25.9,90,207.2,Jute,Sugarcane
Uttar Pradesh,Jhansi,Sandy Soil,Whole Year,27.6,86,119.6,Blackgram,Watermelon
Uttar Pradesh,Jhansi,Sandy Soil,Whole Year,38.1,64,235.8,Apple,Groundnut
Uttar Pradesh,Jhansi,Laterite Soil,Kharif,20.2,77,74.5,Grapes,Cashew
Uttar Pradesh,Jhansi,Black Soil,Whole Year,23.6,42,243.2,Pigeonpeas,Soybean
Uttar Pradesh,Jhansi,Sandy Soil,Rabi,39.4,93,128.0,Mungbean,Muskmelon
Uttar Pradesh,Jhansi,Laterite Soil,Zaid,36.2,65,200.7,Banana,Coffee
Uttar Pradesh,Jhansi,Sandy Soil,Whole Year,32.0,52,325.0,Cotton,Watermelon
Uttar Pradesh,Jhansi,Loamy Soil,Zaid,39.1,76,285.9,Muskmelon,Sugarcane
Uttar Pradesh,Kannauj,Sandy Soil,Kharif,36.2,95,118.2,Lentil,Watermelon
Uttar Pradesh,Kannauj,Black Soil,Whole Year,31.1,94,26.1,Apple,Cotton
Uttar Pradesh,Kannauj,Black Soil,Zaid,21.2,84,42.1,Coffee,Jowar
Uttar Pradesh,Kannauj,Sandy Soil,Kharif,35.0,73,296.2,Maize,Muskmelon
Uttar Pradesh,Kannauj,Sandy Soil,Zaid,21.4,56,114.0,Coconut,Watermelon
Uttar Pradesh,Kannauj,Laterite Soil,Zaid,19.9,87,30.4,Mungbean,Tea
Uttar Pradesh,Kannauj,Alluvial Soil,Rabi,32.0,81,222.5,Maize,Maize
Uttar Pradesh,Kannauj,Loamy Soil,Zaid,39.7,52,327.9,Banana,Rice
Uttar Pradesh,Kannauj,Loamy Soil,Rabi,22.1,66,230.1,Apple,Maize
Uttar Pradesh,Kannauj,Alluvial Soil,Whole Year,25.3,63,48.9,Mothbeans,Wheat
Uttar Pradesh,Kannauj,Loamy Soil,Rabi,38.1,63,142.5,Mothbeans,Rice
Uttar Pradesh,Kannauj,Black Soil,Rabi,32.7,68,276.4,Coffee,Jowar
Uttar Pradesh,Kannauj,Red Soil,Rabi,26.3,63,280.4,Lentil,Pulses
Uttar Pradesh,Kannauj,Laterite Soil,Kharif,23.3,95,179.6,Banana,Tea
Uttar Pradesh,Kannauj,Red Soil,Zaid,21.4,50,181.9,Mungbean,Pulses
Uttar Pradesh,Kannauj,Sandy Soil,Rabi,20.1,66,139.3,Maize,Groundnut
Uttar Pradesh,Kannauj,Laterite Soil,Whole Year,26.8,63,216.8,Papaya,Tea
Uttar Pradesh,Kannauj,Red Soil,Zaid,33.1,41,293.6,Mango,Pulses
Uttar Pradesh,Kannauj,Sandy Soil,Kharif,20.2,93,31.7,Pigeonpeas,Watermelon
Uttar Pradesh,Kannauj,Loamy Soil,Zaid,23.7,76,211.2,Orange,Sugarcane
Uttar Pradesh,Kanpur Dehat,Red Soil,Kharif,36.5,74,135.1,Mothbeans,Groundnut
Uttar Pradesh,Kanpur Dehat,Alluvial Soil,Rabi,37.4,91,85.0,Apple,Wheat
Uttar Pradesh,Kanpur Dehat,Loamy Soil,Kharif,36.2,86,23.6,Grapes,Maize
Uttar Pradesh,Kanpur Dehat,Alluvial Soil,Rabi,34.5,67,28.5,Muskmelon,Sugarcane
Uttar Pradesh,Kanpur Dehat,Loamy Soil,Zaid,33.8,95,219.7,Banana,Maize
Uttar Pradesh,Kanpur Dehat,Black Soil,Zaid,21.6,47,241.5,Kidneybeans,Jowar
Uttar Pradesh,Kanpur Dehat,Laterite Soil,Zaid,38.8,86,240.8,Maize,Cashew
Uttar Pradesh,Kanpur Dehat,Laterite Soil,Whole Year,37.1,85,336.5,Papaya,Tea
Uttar Pradesh,Kanpur Dehat,Alluvial Soil,Kharif,23.4,74,144.4,Jute,Maize
Uttar Pradesh,Kanpur Dehat,Sandy Soil,Rabi,26.8,72,348.1,Mothbeans,Watermelon
Uttar Pradesh,Kanpur Dehat,Laterite Soil,Zaid,18.0,88,318.1,Papaya,Coffee
Uttar Pradesh,Kanpur Dehat,Loamy Soil,Rabi,31.0,54,40.1,Orange,Wheat
Uttar Pradesh,Kanpur Dehat,Sandy Soil,Whole Year,32.3,55,291.2,Maize,Muskmelon
Uttar Pradesh,Kanpur Dehat,Black Soil,Zaid,33.9,89,67.2,Rice,Jowar
Uttar Pradesh,Kanpur Dehat,Sandy Soil,Kharif,38.7,67,231.7,Blackgram,Muskmelon
Uttar Pradesh,Kanpur Dehat,Alluvial Soil,Whole Year,25.8,60,349.9,Kidneybeans,Sugarcane
Uttar Pradesh,Kanpur Dehat,Loamy Soil,Whole Year,33.3,74,158.8,Pigeonpeas,Rice
Uttar Pradesh,Kanpur Dehat,Alluvial Soil,Whole Year,30.3,40,341.7,Mango,Maize
Uttar Pradesh,Kanpur Dehat,Red Soil,Zaid,37.6,78,296.0,Mango,Groundnut
Uttar Pradesh,Kanpur Dehat,Red Soil,Zaid,18.3,74,98.7,Coffee,Pulses
Uttar Pradesh,Kanpur Nagar,Sandy Soil,Whole Year,28.3,90,249.6,Muskmelon,Watermelon
Uttar Pradesh,Kanpur Nagar,Black Soil,Zaid,21.2,83,119.2,Mango,Cotton
Uttar Pradesh,Kanpur Nagar,Red Soil,Whole Year,33.2,68,204.1,Mango,Millets
Uttar Pradesh,Kanpur Nagar,Laterite Soil,Whole Year,32.0,85,295.4,Chickpea,Tea
Uttar Pradesh,Kanpur Nagar,Black Soil,Rabi,18.7,67,192.5,Mango,Cotton
Uttar Pradesh,Kanpur Nagar,Laterite Soil,Rabi,31.0,60,133.9,Grapes,Tea
Uttar Pradesh,Kanpur Nagar,Sandy Soil,Kharif,37.9,43,118.3,Apple,Muskmelon
Uttar Pradesh,Kanpur Nagar,Sandy Soil,Zaid,32.2,78,171.6,Coconut,Muskmelon
Uttar Pradesh,Kanpur Nagar,Loamy Soil,Whole Year,18.8,95,243.3,Apple,Rice
Uttar Pradesh,Kanpur Nagar,Laterite Soil,Rabi,37.6,54,176.8,Pomegranate,Tea
Uttar Pradesh,Kanpur Nagar,Sandy Soil,Kharif,27.6,71,126.3,Chickpea,Watermelon
Uttar Pradesh,Kanpur Nagar,Black Soil,Kharif,20.6,76,103.6,Rice,Jowar
Uttar Pradesh,Kanpur Nagar,Black Soil,Kharif,25.3,43,279.2,Grapes,Cotton
Uttar Pradesh,Kanpur Nagar,Laterite Soil,Zaid,26.6,83,35.1,Coffee,Coffee
Uttar Pradesh,Kanpur Nagar,Alluvial Soil,Whole Year,35.7,60,267.4,Banana,Maize
Uttar Pradesh,Kanpur Nagar,Sandy Soil,Rabi,19.3,59,261.6,Chickpea,Muskmelon
Uttar Pradesh,Kanpur Nagar,Black Soil,Whole Year,37.3,81,110.6,Orange,Jowar
Uttar Pradesh,Kanpur Nagar,Laterite Soil,Zaid,23.9,81,98.0,Papaya,Coffee
Uttar Pradesh,Kanpur Nagar,Sandy Soil,Whole Year,27.8,63,130.6,Papaya,Groundnut
Uttar Pradesh,Kanpur Nagar,Laterite Soil,Zaid,23.5,69,65.4,Chickpea,Cashew
Uttar Pradesh,Kasganj,Sandy Soil,Rabi,25.6,71,62.1,Apple,Muskmelon
Uttar Pradesh,Kasganj,Alluvial Soil,Kharif,30.4,69,130.1,Banana,Maize
Uttar Pradesh,Kasganj,Red Soil,Whole Year,37.1,62,45.5,Rice,Pulses
Uttar Pradesh,Kasganj,Sandy Soil,Kharif,35.2,62,175.3,Papaya,Watermelon
Uttar Pradesh,Kasganj,Red Soil,Kharif,23.3,58,209.9,Orange,Groundnut
Uttar Pradesh,Kasganj,Loamy Soil,Rabi,37.2,67,294.7,Banana,Wheat
Uttar Pradesh,Kasganj,Sandy Soil,Whole Year,30.3,72,41.8,Coffee,Muskmelon
Uttar Pradesh,Kasganj,Laterite Soil,Zaid,33.3,49,45.2,Jute,Cashew
Uttar Pradesh,Kasganj,Red Soil,Kharif,38.1,94,166.4,Pomegranate,Groundnut
Uttar Pradesh,Kasganj,Red Soil,Kharif,29.3,90,146.4,Blackgram,Millets
Uttar Pradesh,Kasganj,Loamy Soil,Kharif,37.5,45,163.6,Pigeonpeas,Rice
Uttar Pradesh,Kasganj,Sandy Soil,Rabi,24.9,71,107.3,Mothbeans,Muskmelon
Uttar Pradesh,Kasganj,Red Soil,Kharif,35.5,41,113.2,Pomegranate,Pulses
Uttar Pradesh,Kasganj,Loamy Soil,Whole Year,25.2,92,272.9,Muskmelon,Sugarcane
Uttar Pradesh,Kasganj,Laterite Soil,Kharif,39.4,48,276.0,Chickpea,Tea
Uttar Pradesh,Kasganj,Red Soil,Whole Year,21.4,90,279.3,Pigeonpeas,Groundnut
Uttar Pradesh,Kasganj,Alluvial Soil,Zaid,36.4,51,188.9,Mungbean,Wheat
Uttar Pradesh,Kasganj,Black Soil,Kharif,37.2,64,301.5,Watermelon,Cotton
Uttar Pradesh,Kasganj,Alluvial Soil,Kharif,34.9,94,110.2,Rice,Maize
Uttar Pradesh,Kasganj,Alluvial Soil,Zaid,29.4,46,130.8,Jute,Maize
Uttar Pradesh,Kaushambi,Black Soil,Rabi,36.2,64,148.2,Kidneybeans,Jowar
Uttar Pradesh,Kaushambi,Sandy Soil,Kharif,34.5,71,337.0,Grapes,Muskmelon
Uttar Pradesh,Kaushambi,Sandy Soil,Zaid,22.3,88,230.4,Mango,Groundnut
Uttar Pradesh,Kaushambi,Sandy Soil,Rabi,22.3,74,224.5,Watermelon,Watermelon
Uttar Pradesh,Kaushambi,Sandy Soil,Rabi,38.7,94,134.0,Watermelon,Muskmelon
Uttar Pradesh,Kaushambi,Laterite Soil,Zaid,35.8,66,179.0,Pomegranate,Cashew
Uttar Pradesh,Kaushambi,Red Soil,Kharif,20.8,66,60.6,Blackgram,Millets
Uttar Pradesh,Kaushambi,Red Soil,Kharif,33.9,63,214.5,Coconut,Pulses
Uttar Pradesh,Kaushambi,Loamy Soil,Whole Year,24.8,41,332.0,Orange,Maize
Uttar Pradesh,Kaushambi,Loamy Soil,Rabi,20.4,52,282.7,Watermelon,Sugarcane
Uttar Pradesh,Kaushambi,Black Soil,Rabi,33.9,67,251.2,Banana,Soybean
Uttar Pradesh,Kaushambi,Laterite Soil,Kharif,21.0,71,128.9,Banana,Tea
Uttar Pradesh,Kaushambi,Sandy Soil,Whole Year,31.6,84,309.8,Muskmelon,Muskmelon
Uttar Pradesh,Kaushambi,Laterite Soil,Zaid,23.2,61,184.5,Muskmelon,Tea
Uttar Pradesh,Kaushambi,Laterite Soil,Kharif,34.4,75,210.7,Rice,Cashew
Uttar Pradesh,Kaushambi,Sandy Soil,Kharif,23.8,74,247.6,Coffee,Groundnut
Uttar Pradesh,Kaushambi,Black Soil,Zaid,32.1,48,137.1,Mango,Soybean
Uttar Pradesh,Kaushambi,Loamy Soil,Zaid,18.6,50,47.6,Jute,Sugarcane
Uttar Pradesh,Kaushambi,Sandy Soil,Rabi,22.0,73,131.6,Chickpea,Groundnut
Uttar Pradesh,Kaushambi,Laterite Soil,Zaid,26.7,62,204.7,Papaya,Tea
Uttar Pradesh,Kushinagar,Red Soil,Zaid,21.5,76,259.1,Banana,Millets
Uttar Pradesh,Kushinagar,Red Soil,Zaid,38.9,51,181.3,Cotton,Groundnut
Uttar Pradesh,Kushinagar,Loamy Soil,Kharif,31.1,51,198.9,Cotton,Sugarcane
Uttar Pradesh,Kushinagar,Black Soil,Rabi,29.4,81,334.4,Coffee,Jowar
Uttar Pradesh,Kushinagar,Alluvial Soil,Rabi,28.8,61,40.9,Mungbean,Rice
Uttar Pradesh,Kushinagar,Laterite Soil,Zaid,26.8,68,312.4,Banana,Tea
Uttar Pradesh,Kushinagar,Laterite Soil,Zaid,33.7,83,78.2,Coconut,Cashew
Uttar Pradesh,Kushinagar,Sandy Soil,Zaid,23.9,67,161.7,Coconut,Groundnut
Uttar Pradesh,Kushinagar,Laterite Soil,Whole Year,23.8,54,322.2,Apple,Cashew
Uttar Pradesh,Kushinagar,Alluvial Soil,Zaid,23.0,89,217.3,Pomegranate,Wheat
Uttar Pradesh,Kushinagar,Laterite Soil,Zaid,33.7,42,349.9,Pigeonpeas,Tea
Uttar Pradesh,Kushinagar,Laterite Soil,Zaid,31.0,48,294.1,Pigeonpeas,Cashew
Uttar Pradesh,Kushinagar,Black Soil,Zaid,19.2,47,148.5,Rice,Cotton
Uttar Pradesh,Kushinagar,Loamy Soil,Zaid,32.6,82,269.7,Lentil,Sugarcane
Uttar Pradesh,Kushinagar,Red Soil,Zaid,33.0,42,236.9,Watermelon,Groundnut
Uttar Pradesh,Kushinagar,Black Soil,Zaid,20.0,87,286.9,Maize,Jowar
Uttar Pradesh,Kushinagar,Laterite Soil,Zaid,32.9,87,88.4,Maize,Cashew
Uttar Pradesh,Kushinagar,Laterite Soil,Whole Year,25.9,60,298.3,Lentil,Coffee
Uttar Pradesh,Kushinagar,Loamy Soil,Rabi,36.1,63,149.9,Lentil,Rice
Uttar Pradesh,Kushinagar,Laterite Soil,Rabi,21.7,45,291.4,Watermelon,Tea
Uttar Pradesh,Lakhimpur Kheri,Black Soil,Whole Year,33.9,77,69.2,Blackgram,Cotton
Uttar Pradesh,Lakhimpur Kheri,Red Soil,Zaid,33.1,70,181.9,Mango,Groundnut
Uttar Pradesh,Lakhimpur Kheri,Sandy Soil,Whole Year,34.0,76,164.7,Watermelon,Watermelon
Uttar Pradesh,Lakhimpur Kheri,Black Soil,Whole Year,30.6,84,138.9,Pigeonpeas,Soybean
Uttar Pradesh,Lakhimpur Kheri,Alluvial Soil,Whole Year,38.5,43,202.5,Papaya,Maize
Uttar Pradesh,Lakhimpur Kheri,Loamy Soil,Zaid,25.3,82,227.9,Banana,Sugarcane
Uttar Pradesh,Lakhimpur Kheri,Sandy Soil,Zaid,32.3,81,180.8,Maize,Muskmelon
Uttar Pradesh,Lakhimpur Kheri,Black Soil,Kharif,20.8,48,263.4,Mothbeans,Soybean
Uttar Pradesh,Lakhimpur Kheri,Alluvial Soil,Kharif,18.4,56,274.8,Coffee,Rice
Uttar Pradesh,Lakhimpur Kheri,Red Soil,Whole Year,20.4,87,25.3,Cotton,Millets
Uttar Pradesh,Lakhimpur Kheri,Red Soil,Zaid,33.9,43,290.1,Watermelon,Millets
Uttar Pradesh,Lakhimpur Kheri,Black Soil,Rabi,34.1,67,261.2,Maize,Jowar
Uttar Pradesh,Lakhimpur Kheri,Loamy Soil,Kharif,24.9,85,301.7,Coffee,Wheat
Uttar Pradesh,Lakhimpur Kheri,Red Soil,Rabi,34.4,88,125.3,Blackgram,Groundnut
Uttar Pradesh,Lakhimpur Kheri,Red Soil,Whole Year,22.5,78,309.0,Apple,Groundnut
Uttar Pradesh,Lakhimpur Kheri,Sandy Soil,Kharif,23.1,76,54.1,Coffee,Muskmelon
Uttar Pradesh,Lakhimpur Kheri,Sandy Soil,Rabi,18.2,75,259.4,Rice,Groundnut
Uttar Pradesh,Lakhimpur Kheri,Red Soil,Whole Year,37.4,93,98.0,Banana,Groundnut
Uttar Pradesh,Lakhimpur Kheri,Sandy Soil,Rabi,39.7,63,101.0,Jute,Muskmelon
Uttar Pradesh,Lakhimpur Kheri,Red Soil,Kharif,37.6,79,118.1,Apple,Pulses
Uttar Pradesh,Lalitpur,Red Soil,Kharif,30.1,69,134.8,Mango,Groundnut
Uttar Pradesh,Lalitpur,Loamy Soil,Zaid,32.8,71,137.3,Watermelon,Rice
Uttar Pradesh,Lalitpur,Black Soil,Whole Year,33.3,95,267.3,Chickpea,Soybean
Uttar Pradesh,Lalitpur,Laterite Soil,Kharif,27.1,51,297.4,Blackgram,Tea
Uttar Pradesh,Lalitpur,Black Soil,Kharif,30.0,53,254.1,Apple,Cotton
Uttar Pradesh,Lalitpur,Loamy Soil,Whole Year,19.1,62,185.0,Kidneybeans,Sugarcane
Uttar Pradesh,Lalitpur,Sandy Soil,Whole Year,30.6,46,241.3,Jute,Muskmelon
Uttar Pradesh,Lalitpur,Alluvial Soil,Rabi,35.5,46,213.2,Grapes,Wheat
Uttar Pradesh,Lalitpur,Laterite Soil,Kharif,30.8,42,118.4,Blackgram,Cashew
Uttar Pradesh,Lalitpur,Loamy Soil,Zaid,29.4,55,92.3,Mothbeans,Rice
Uttar Pradesh,Lalitpur,Sandy Soil,Whole Year,28.0,69,60.3,Pigeonpeas,Groundnut
Uttar Pradesh,Lalitpur,Sandy Soil,Zaid,18.9,91,133.9,Mothbeans,Groundnut
Uttar Pradesh,Lalitpur,Laterite Soil,Kharif,23.7,83,120.0,Grapes,Coffee
Uttar Pradesh,Lalitpur,Alluvial Soil,Kharif,25.7,79,270.8,Blackgram,Sugarcane
Uttar Pradesh,Lalitpur,Laterite Soil,Kharif,38.5,85,250.7,Orange,Tea
Uttar Pradesh,Lalitpur,Laterite Soil,Kharif,39.4,82,255.4,Pigeonpeas,Coffee
Uttar Pradesh,Lalitpur,Black Soil,Kharif,21.6,77,122.8,Kidneybeans,Cotton
Uttar Pradesh,Lalitpur,Sandy Soil,Kharif,21.2,49,256.1,Rice,Groundnut
Uttar Pradesh,Lalitpur,Black Soil,Whole Year,25.4,56,278.7,Rice,Jowar
Uttar Pradesh,Lalitpur,Alluvial Soil,Rabi,28.7,64,229.5,Blackgram,Sugarcane
Uttar Pradesh,Lucknow,Loamy Soil,Kharif,32.7,85,25.7,Maize,Sugarcane
